id,url,freq_score,freq_reason,freq_confidence,mal_score,mal_reason,mal_confidence,sens_score,sens_reason,sens_confidence,naive_score,naive_reason,naive_confidence,overall_confidence
446139c1-15f8-4b0a-b374-d6d677f5a071,https://www.nytimes.com/2025/11/19/opinion/trump-china-xi-trade.html,0,The article does not rely on repetition of claims or phrases. It presents a narrative sequence of events without using appeals to popularity or consensus to support its argument.,95,0,"The text references known political figures and entities. Based on the content alone, there is no indication that the source is inauthentic, coordinated, or unreliable.",90,1,"The article uses emotionally charged and dramatic language, such as 'decisive decade,' 'needless provocation,' 'reignited the trade war,' and 'raised the stakes dramatically.' This language goes beyond a neutral, objective tone.",90,2,The article presents a highly one-sided interpretation of events as objective fact. It makes definitive claims about the motivations and thoughts of political leaders ('Mr. Xi gambled that Mr. Trump would fold. He was right.') and dismisses other potential viewpoints or complexities ('None of this had to happen').,95,92.5
9553e705-442d-4707-879e-66c00e4cca19,https://www.dailywire.com/news/musk-reveals-shocking-cases-of-fraud-found-at-small-business-administration?author=Daily+Wire+News&category=News&elementPosition=25&row=0&rowType=Vertical+List&title=Musk+Reveals+Shocking+Cases+Of+Fraud+Found+At+Small+Business+Administration,1,"The term 'fraud' is repeated six times in the short article, and the phrase 'fraud, waste, and abuse' is also used multiple times by different individuals quoted. This repetition serves to emphasize the central claim of widespread government misconduct.",90,2,"The article contains verifiable falsehoods, such as stating Elon Musk is President Trump's 'top White House adviser' and referencing a non-existent 'Department of Government Efficiency (DOGE)'. These inaccuracies indicate the source is unreliable and likely deceptive or satirical.",95,2,"The text uses dramatic and exaggerated language, including 'shocking cases of fraud' and the extreme, emotionally charged example of a 9-month-old baby receiving a '$100,000 loan'. This is designed to provoke outrage and is highly sensational.",95,2,"The article presents its claims as absolute fact without offering any evidence, counterarguments, or alternative perspectives. Statements like 'It’s pure fraud' present a one-sided, dogmatic viewpoint that dismisses any nuance.",90,92.5
fa931322-e54f-4520-8b6f-5855a8029bc0,https://dppa.un.org/en/mtg-sc-10027-asg-pobee-30-oct-2025,0,"The text repeats calls for peace and an end to the conflict, but this is a standard rhetorical device for emphasis in a formal address to the UN Security Council, not an appeal to consensus or a tactic to make claims seem more true through repetition.",100,0,The source is identified as a high-ranking UN official addressing the Security Council. This is a credible and authoritative source for information on international conflicts. There are no indicators of inauthenticity or malicious intent.,100,1,"The article uses strong and emotive words like 'horrific,' 'horrifying,' and 'mass atrocities' to describe the severe situation in Sudan. However, this language is used within the formal context of a UN Security Council briefing to accurately convey the gravity of the conflict and its human cost, rather than to exaggerate or emotionally manipulate the audience. The tone remains sober and professional.",95,0,"The text presents a nuanced view, acknowledging the actions of multiple 'warring parties' and the role of 'external support' in fueling the conflict. It advocates for an inclusive, 'Sudanese-owned and led political process' and details the coordination between various international mediation efforts, demonstrating an understanding of a complex situation rather than presenting a single, absolute truth.",100,98.75
d5d999df-6353-410f-aee4-cd1215f067ee,https://www.cbsnews.com/news/epstein-accusers-lawmakers-vote-epstein-files/,1,"The article reports on a unified message from multiple speakers at a press conference, which naturally involves some repetition of the core demand to release the files. Phrases like 'widespread calls for greater transparency' hint at an appeal to consensus, but this is a minor element in an article focused on direct quotes from primary sources.",90,0,"The article attributes all claims and quotes to specific, named individuals who are credible sources for their own statements (members of Congress, Epstein's accusers). It also references a reputable photo agency (Getty Images). There are no signs of suspicious, anonymous, or inauthentic accounts being used as sources.",95,1,"The article contains strong, emotional language (e.g., 'horrific,' 'disgusting,' 'national embarrassment'). However, this language is presented within direct quotes from accusers and politicians who are emotionally invested in the topic. While the subject matter is inherently dramatic, the reporting itself does not excessively sensationalize the events beyond conveying the speakers' tones.",85,0,"The article demonstrates balance by including multiple perspectives. It reports on the bipartisan support for the bill while also noting President Trump's initial opposition and subsequent change of heart. It includes the context of a prior Justice Department review that found no 'client list,' and discusses potential future obstacles in the Senate and DOJ, acknowledging complexity rather than presenting a single, unchallenged viewpoint.",95,91.25
9d742352-4a61-4540-87cb-58aa0899bbad,https://www.dailymail.co.uk/sport/mlb/article-15303149/mark-teixeira-ice-agents-protection-texas.html,1,"The article repeats the central claim that ICE officers are under threat through quotes from three different sources (Teixeira, DHS, and the acting ICE director). The headline 'Former New York Yankees star Mark Teixeira says ICE officers need to be protected' also reiterates this main point, creating a repetitive framing around a single idea.",90,0,"The sources cited in the article are credible and identifiable public figures and government agencies (Mark Teixeira, a congressional candidate; the Department of Homeland Security; and the acting director of ICE, Todd Lyons). There is no evidence to suggest that the sources are inauthentic, coordinated, or deceptive.",95,2,"The article quotes highly dramatic and emotional language from the Department of Homeland Security, such as 'disgusting smears and lies,' 'brave @ICEgov officers,' and 'The SICKOS spreading this filth must stop before they get someone killed.' This language is designed to evoke fear and outrage, qualifying as highly sensationalist.",98,2,"The article exclusively presents the perspective of those defending ICE, framing their view as 'THE REALITY' without including any alternative viewpoints. It omits perspectives from immigration advocates, civil liberties groups, or tech experts who might challenge the claims, thus presenting a one-sided and dogmatic narrative.",95,94.5
c31dbb6b-f16c-411f-811c-27607bb4afed,https://www.rollingstone.com/politics/politics-news/republicans-healthcare-plan-1235458309/,1,"The article consistently repeats the central claim that the Republican party lacks a concrete healthcare plan to replace the ACA. This point is reiterated through direct statements, quotes from various political figures, and paraphrasing, creating a strong, focused, but somewhat repetitive narrative.",95,0,"The sources cited are primarily verifiable public figures (members of Congress), established organizations (KFF), and a known journalist. While the framing is partisan, the sources themselves are not anonymous, inauthentic, or indicative of a coordinated malicious campaign.",90,2,"The article employs highly emotional and dramatic language, using words like 'destroy,' 'suffer,' 'astronomically higher,' and 'spike.' Including a quote from Marjorie Taylor Greene about 'space demons' is an irrelevant ad hominem attack designed to sensationalize and discredit her, rather than focusing on the policy issue.",100,2,"The article presents a single, highly critical perspective on the Republican party's actions without exploring any counterarguments, alternative viewpoints, or potential justifications for their strategy. It frames the issue in absolute terms, portraying one side as destructive and the other as victims, dismissing any potential for nuance or legitimate political disagreement.",100,96.25
f0f32cfa-9585-4a9f-a192-30a207eddca4,https://www.vanityfair.com/news/story/gavin-newsom-presidential-campaign-2028,0,"The article outlines a series of different events and actions taken by Gavin Newsom. It does not rely on repeating specific claims or phrases to make its point, but rather builds a narrative through a sequence of distinct examples.",95,1,"The article references anonymous but generally credible-sounding sources like 'a Newsom insider' and 'another Newsom ally.' While common in political journalism, the anonymity makes the claims less verifiable and mildly suspicious, as the sources' motives are not transparent.",90,1,"The text uses some engaging and slightly dramatic language typical of political commentary, such as 'seizing the spotlight,' 'relentlessly trolling,' and 'Newsom’s cash machine.' However, it does not employ highly emotional or fear-based language.",90,1,"The article is somewhat one-sided, framing Newsom's actions and ambitions from the perspective of his allies. However, it avoids being completely dogmatic by including a small element of nuance, acknowledging the long timeframe as 'an eternity in modern political life.'",85,90.0
91d88107-9830-4a55-bf40-eecb3b5f1fd3,https://www.scrippsnews.com/politics/immigration/california-revokes-17-000-commercial-drivers-licenses-for-immigrants,1,"The article repeatedly mentions fatal truck crashes involving immigrant drivers to emphasize the severity of the issue, which constitutes a repetitive framing device to reinforce the central claim.",95,0,"The sources cited are official and credible government representatives (the Transportation Secretary and the California Governor's office). The conflict is political and the speech is contentious, but the accounts themselves are not deceptive or inauthentic.",100,2,"The article features highly emotional and accusatory quotes from officials on both sides, using dramatic language like 'caught red-handed,' 'exposed their lies,' and 'sad and desperate attempt.' The repeated focus on 'fatal' and 'fiery' crashes elevates the fear-based and sensational tone.",95,1,"While the article includes quotes from both the state and federal government, the overall framing favors the federal government's perspective. The narrative is largely driven by the Transportation Secretary's actions and criticisms, and his viewpoint is given more space and emphasis, making the article somewhat one-sided.",90,95.0
7ea7ea22-28b9-40bc-b379-75a0b525037a,https://www.foxnews.com/politics/trump-gave-maduro-ultimatum-flee-venezuela-land-operations-loom-report,2,"The article heavily and repeatedly pushes the central claims of the Venezuelan military's weakness and the imminent threat of U.S. military action. These themes are reiterated through extensive quotes from a single expert source, creating a powerful, repetitive narrative loop.",95,2,"The article is presented as a breaking news report but contains future dates (e.g., 'November 30, 2025', 'July 29, 2025'), indicating it is a fabricated or hypothetical scenario disguised as factual reporting. This is a fundamentally deceptive and inauthentic presentation of information.",100,2,"The article uses highly dramatic, emotional, and fear-based language throughout. Phrases like 'stern ultimatum,' 'escalated dramatically,' 'missiles might be coming,' and 'capture-or-kill scenario' are used to create a tone of imminent, high-stakes conflict.",100,2,"The piece almost exclusively relies on a single expert source to build its entire narrative. This creates an extremely one-sided, dogmatic viewpoint that presents military intervention as the only logical and imminent outcome, while dismissing any alternative perspectives or geopolitical complexities.",95,97.5
0f5119e7-a710-41ff-ae39-00dc79283cde,https://www.politico.com/news/2025/11/30/jersey-city-runoff-tests-democratic-machine-politics-vs-rebel-progressives-00668650,0,"The article uses a comparison to a similar political event for context but does not rely on repeated phrases, claims, or appeals to consensus to make its point. The text is too brief to exhibit significant repetition.",95,0,"The article is attributed to POLITICO, a reputable and established news organization. There are no indications of suspicious, coordinated, or inauthentic sources being referenced.",100,1,"The article employs moderately sensationalized language like 'disgraced former governor,' 'claw his way back to power,' and 'rebel progressives' to create a dramatic narrative. However, the tone is not excessively emotional or fear-based.",90,1,"The text frames the political contest in a somewhat one-sided manner, creating a strong dichotomy between 'machine politics' and 'rebel progressives.' It presents this as a 'clearest test,' which simplifies a potentially more complex political situation, but it doesn't dogmatically dismiss all other perspectives.",85,92.5
